time,size,sex
1871.1301553295211,165,F
1871.2485824024113,166,F
1871.4405754860024,167,F
1871.5044571329222,168,F
1871.8137139303014,169,F
1873.162811808842,170,F
1873.5761973743417,171,F
1874.028757990668,172,F
1874.451001708218,173,F
1874.68904782387,174,F
1877.7093428201777,175,F
1878.3106422188528,176,F
1879.021659823552,177,F
1882.4257828376408,178,F
1882.9765353579614,179,F
1884.0331574243119,180,F
1884.0531039452344,181,F
1884.4910156166309,182,F
1884.7514461755777,183,F
1885.6760379387508,184,F
1885.8976847165502,185,F
1885.9446120769783,186,F
1886.389243857715,187,F
1886.9957763871262,188,F
1887.1985926950051,189,F
1889.9777921777957,190,F
1890.7721953896705,191,F
1891.6768931274798,192,F
1891.972327229439,193,F
1892.2567743423485,194,F
1892.7907304513706,195,F
1895.7531447025253,196,F
1897.0035119777438,197,F
1897.4239797875198,198,F
1897.552499609158,199,F
1901.2354718713766,200,F
1901.4569655059759,201,F
1901.9574479820362,202,F
1902.1230131034986,203,F
1902.7176175937725,204,F
1903.063808861204,205,F
1904.0650033048298,206,F
1904.5272751689586,207,F
1905.2237898399917,208,F
1905.946409048199,209,F
1905.9826540856457,210,F
1906.170763519461,211,F
1906.2948052040815,212,F
1906.9366405081357,213,F
1907.5729577641844,214,F
1907.8329243315184,215,F
1908.674034412142,216,F
1908.8001396115021,217,F
1909.521548808042,218,F
1910.3243176706537,219,F
1910.45602690953,220,F
1911.1814127294447,221,F
1911.4771189126666,222,F
1911.5292637939012,223,F
1911.7412273870023,224,F
1912.3485672635948,225,F
1914.3220686307943,226,F
1914.8526191557164,227,F
1914.9019062147554,228,F
1915.9164910320944,229,F
1915.9537163035766,230,F
1915.967781750616,231,F
1915.9832747724613,232,F
1917.230278972752,233,F
1917.316644484488,234,F
1917.838534956942,235,F
1917.8918866871177,236,F
1918.3078140300413,237,F
1918.6466850360314,238,F
1918.7166302948394,239,F
1919.3026462439109,240,F
1919.4235109249903,241,F
1919.5113901034651,242,F
1921.4175300488282,243,F
1921.522524606769,244,F
1921.802056384497,245,F
1922.3097120453076,246,F
1923.3100628760665,247,F
1923.742429629634,248,F
1923.8311455927399,249,F
1923.9098019695825,250,F
1924.047341370889,251,F
1924.7502695592027,252,F
1925.4064836921902,253,F
1926.5376840548215,254,F
1926.8888162105288,255,F
1927.6782776709272,256,F
1927.8851564816161,257,F
1928.1326802302008,258,F
1928.8503083087191,259,F
1928.9544368030379,260,F
1929.319003031413,261,F
1929.5365737540176,262,F
1931.2597565572787,263,F
1931.2617971821746,264,F
1931.9826805966381,265,F
1932.7400659766283,266,F
1933.4899689373665,267,F
1933.5390638799606,268,F
1935.2731129909473,269,F
1935.4210162510185,270,F
1936.101144322611,271,F
1936.354642844085,272,F
1936.380441152998,273,F
1936.5367379728486,274,F
1936.876803648551,275,F
1937.218909687439,276,F
1937.9243453939976,277,F
1938.0850466639936,278,F
1938.2921311252765,279,F
1938.4489223009498,280,F
1938.9351322104642,281,F
1939.1261260208942,282,F
1939.3121171320956,283,F
1939.995224145181,284,F
1940.0844870003048,285,F
1940.1039868001476,286,F
1940.4613585640618,287,F
1941.0112455013752,288,F
1941.7340582302438,289,F
1942.1410733534021,290,F
1942.2442876039568,291,F
1942.5786662014395,292,F
1942.8903776488276,293,F
1943.0039617167781,294,F
1944.0315090844372,295,F
1944.3847720599874,296,F
1944.6327502761276,297,F
1945.0861697826592,298,F
1945.4623405053262,299,F
1946.2921796491137,300,F
1946.8756240249022,301,F
1947.1019335181763,302,F
1947.214135212093,303,F
1947.6150281070306,304,F
1948.2782574940334,305,F
1949.2842075577605,306,F
1949.50524297338,307,F
1949.763845959716,308,F
1950.2949984437662,309,F
1950.477419222587,310,F
1950.5962779924994,311,F
1950.8816995803786,312,F
1951.2134360414098,313,F
1951.2476458908088,314,F
1951.4557387229174,315,F
1951.5430764289615,316,F
1951.5695026053886,317,F
1951.668214630531,318,F
1951.6804308345784,319,F
1952.4447366173956,320,F
1952.460314003028,321,F
1952.6190951081308,322,F
1952.6570933153287,323,F
1952.6635743937986,324,F
1953.649190718751,325,F
1953.8879192359213,326,F
1953.9630676635516,327,F
1954.353990316476,328,F
1954.4966064975545,329,F
1955.1287861128803,330,F
1955.2099706076647,331,F
1955.3426707636022,332,F
1955.6126097149895,333,F
1955.792214647149,334,F
1955.7964124293012,335,F
1955.9175060079097,336,F
1956.2139474808762,337,F
1956.302412782787,338,F
1956.56381615842,339,F
1957.8685019783484,340,F
1957.913409308079,341,F
1957.9305108631831,342,F
1957.9730829091416,343,F
1958.242834365553,344,F
1958.5634114149896,345,F
1958.6064820698562,346,F
1959.1401538900031,347,F
1959.441457226605,348,F
1959.4652660764732,349,F
1960.1237381804408,350,F
1960.1974290796027,351,F
1960.2297022975495,352,F
1960.5689052800742,353,F
1960.629587553127,354,F
1960.9580948672894,355,F
1960.9631705685538,356,F
1961.300494887389,357,F
1961.3185281654662,358,F
1961.3376404159444,359,F
1961.4266339627325,360,F
1961.4844852136926,361,F
1961.575582027788,362,F
1962.0998615067422,363,F
1962.5088048415032,364,F
1962.7861623101746,365,F
1963.1229909594208,366,F
1963.2107981294025,367,F
1963.3797114395784,368,F
1963.436543620166,369,F
1963.7361484173384,370,F
1964.0940146227229,371,F
1964.178683639511,372,F
1964.4339758158903,373,F
1964.484005081555,374,F
1964.5113645454019,375,F
1964.8428241016527,376,F
1964.8735768772933,377,F
1964.9395228474093,378,F
1964.9950091884568,379,F
1964.9977816515104,380,F
1965.0966997128046,381,F
1965.0992203208784,382,F
1965.1055885348917,383,F
1965.1083788336487,384,F
1965.561705385899,385,F
1965.6769847884445,386,F
1965.7845366890217,387,F
1966.1395001652431,388,F
1966.254867922275,389,F
1966.2709630042277,390,F
1966.440314723013,391,F
1966.4648905007793,392,F
1966.6966768981629,393,F
1966.926253042114,394,F
1967.0318609705296,395,F
1967.173793220304,396,F
1967.4888927523657,397,F
1967.7119090503668,398,F
1967.84492777696,399,F
1968.1060380076183,400,F
1968.4835726996796,401,F
1968.6834577357886,402,F
1968.7744790487372,403,F
1968.9487676413146,404,F
1969.0788747277375,405,F
1969.3630750052298,406,F
1969.470268234694,407,F
1969.6478959050767,408,F
1969.7321728083798,409,F
1969.7438810261567,410,F
1969.9508369276937,411,F
1970.4844035912154,412,F
1970.5834899889853,413,F
1970.6978817308086,414,F
1970.7244638351933,415,F
1970.904612397669,416,F
1971.0438349403146,417,F
1971.2342918644752,418,F
1971.3355018777575,419,F
1971.3778236917976,420,F
1971.712809517802,421,F
1971.75423574136,422,F
1971.860950557977,423,F
1972.0696481732855,424,F
1972.1594347525818,425,F
1972.615585499896,426,F
1972.6466012093633,427,F
1972.8639362267638,428,F
1972.9601081614126,429,F
1972.9737357942201,430,F
1973.4743614993338,431,F
1973.5467356713948,432,F
1973.8876381770463,433,F
1973.9072919032767,434,F
1973.9326179913483,435,F
1974.0328732502753,436,F
1974.1450657022604,437,F
1974.3153716715626,438,F
1974.4494228822016,439,F
1974.6287470546145,440,F
1974.6918725316443,441,F
1974.817218748368,442,F
1974.880124662895,443,F
1974.948105528131,444,F
1975.004646239221,445,F
1975.1398666158466,446,F
1975.5392943303514,447,F
1976.0229955422035,448,F
1976.136559006971,449,F
1976.3137617101197,450,F
1976.576231084364,451,F
1976.7080818654076,452,F
1976.8391166362317,453,F
1977.1010600573895,454,F
1977.2937752262624,455,F
1977.6651480375456,456,F
1977.928205627828,457,F
1978.4560412174467,458,F
1978.6155678409982,459,F
1978.7344918610092,460,F
1978.7655843763794,461,F
1978.7853205324548,462,F
1978.8189479520568,463,F
1978.9328774218452,464,F
1978.9986273495597,465,F
1979.2379162432665,466,F
1979.2417198364733,467,F
1979.317789193646,468,F
1979.482657937191,469,F
1979.5031180025792,470,F
1979.664468588068,471,F
1980.1612572591946,472,F
1980.4442779092324,473,F
1980.569052781412,474,F
1980.7493664899405,475,F
1980.822404720179,476,F
1980.9224312834256,477,F
1980.9864289649754,478,F
1980.9871275323624,479,F
1981.0296930462375,480,F
1981.0330750942114,481,F
1981.0869457412973,482,F
1981.093729828733,483,F
1981.3442675005765,484,F
1981.443611624359,485,F
1981.4567187491027,486,F
1981.5042919450807,487,F
1981.6386395207633,488,F
1981.6838040364805,489,F
1981.8281189466677,490,F
1982.1925381010064,491,F
1982.3123070236902,492,F
1982.4608627425712,493,F
1982.6130633868931,494,F
1982.752829117099,495,F
1982.785066677695,496,F
1982.880609256179,497,F
1982.932417926133,498,F
1983.4439284106072,499,F
1983.670607078936,500,F
1983.8614128228282,501,F
1983.895384426193,502,F
1983.962496351464,503,F
1983.9867343891694,504,F
1984.2316003241554,505,F
1984.2326605373019,506,F
1984.3294908085122,507,F
1984.3457421280746,508,F
1984.3480808117965,509,F
1984.4535324802005,510,F
1984.5125685429007,511,F
1984.574627125086,512,F
1984.6632098700559,513,F
1984.7676358486008,514,F
1984.8820623835566,515,F
1984.916221305471,516,F
1984.97145887572,517,F
1985.1320845845366,518,F
1985.339261843974,519,F
1985.491976198706,520,F
1985.5546837105642,521,F
1985.5719406607177,522,F
1985.5842515946883,523,F
1985.7982838151356,524,F
1986.0231759198161,525,F
1986.0407736287123,526,F
1986.1845916867414,527,F
1986.1905382841921,528,F
1986.209349352941,529,F
1986.2135957585597,530,F
1986.2608767294796,531,F
1986.2753053479612,532,F
1986.293813862664,533,F
1986.4211802154773,534,F
1986.4212969787322,535,F
1986.4827372675247,536,F
1986.5151806943777,537,F
1986.528965214553,538,F
1986.603918912837,539,F
